file,category,dissimilarity_d1_a0,dissimilarity_d1_a45,dissimilarity_d1_a90,dissimilarity_d1_a135,dissimilarity_d3_a0,dissimilarity_d3_a45,dissimilarity_d3_a90,dissimilarity_d3_a135,dissimilarity_d5_a0,dissimilarity_d5_a45,dissimilarity_d5_a90,dissimilarity_d5_a135,correlation_d1_a0,correlation_d1_a45,correlation_d1_a90,correlation_d1_a135,correlation_d3_a0,correlation_d3_a45,correlation_d3_a90,correlation_d3_a135,correlation_d5_a0,correlation_d5_a45,correlation_d5_a90,correlation_d5_a135,contrast_d1_a0,contrast_d1_a45,contrast_d1_a90,contrast_d1_a135,contrast_d3_a0,contrast_d3_a45,contrast_d3_a90,contrast_d3_a135,contrast_d5_a0,contrast_d5_a45,contrast_d5_a90,contrast_d5_a135,energy_d1_a0,energy_d1_a45,energy_d1_a90,energy_d1_a135,energy_d3_a0,energy_d3_a45,energy_d3_a90,energy_d3_a135,energy_d5_a0,energy_d5_a45,energy_d5_a90,energy_d5_a135,homogeneity_d1_a0,homogeneity_d1_a45,homogeneity_d1_a90,homogeneity_d1_a135,homogeneity_d3_a0,homogeneity_d3_a45,homogeneity_d3_a90,homogeneity_d3_a135,homogeneity_d5_a0,homogeneity_d5_a45,homogeneity_d5_a90,homogeneity_d5_a135,ASM_d1_a0,ASM_d1_a45,ASM_d1_a90,ASM_d1_a135,ASM_d3_a0,ASM_d3_a45,ASM_d3_a90,ASM_d3_a135,ASM_d5_a0,ASM_d5_a45,ASM_d5_a90,ASM_d5_a135
beton.jpg_0_0.jpg,beton,0.00038456424569099153,340.0855684055115,0.529556500617848,361.45208601260674,0.0003418348333379659,491.89831979663984,0.3210716982457908,362.2608738843901,0.00038405527250507646,314.14591535433044,0.5679521912021999,363.5545753934621,0.00038456424569099153,340.0855684055115,0.529556500617848,361.45208601260674,0.0003418348333379659,491.89831979663984,0.3210716982457908,362.2608738843901,0.00038405527250507646,314.14591535433044,0.5679521912021999,363.5545753934621,0.00038456424569099153,340.0855684055115,0.529556500617848,361.45208601260674,0.0003418348333379659,491.89831979663984,0.3210716982457908,362.2608738843901,0.00038405527250507646,314.14591535433044,0.5679521912021999,363.5545753934621,0.00038456424569099153,340.0855684055115,0.529556500617848,361.45208601260674,0.0003418348333379659,491.89831979663984,0.3210716982457908,362.2608738843901,0.00038405527250507646,314.14591535433044,0.5679521912021999,363.5545753934621,0.00038456424569099153,340.0855684055115,0.529556500617848,361.45208601260674,0.0003418348333379659,491.89831979663984,0.3210716982457908,362.2608738843901,0.00038405527250507646,314.14591535433044,0.5679521912021999,363.5545753934621,0.00038456424569099153,340.0855684055115,0.529556500617848,361.45208601260674,0.0003418348333379659,491.89831979663984,0.3210716982457908,362.2608738843901,0.00038405527250507646,314.14591535433044,0.5679521912021999,363.5545753934621
beton.jpg_0_128.jpg,beton,0.0002968789506914949,835.8558070866136,0.4131883212244474,712.2010666443348,0.00027816448465682554,1020.4844069688143,0.2848366814063402,713.4624920189854,0.000300014149832987,662.8403666338577,0.5357456923971327,713.8763774280815,0.0002968789506914949,835.8558070866136,0.4131883212244474,712.2010666443348,0.00027816448465682554,1020.4844069688143,0.2848366814063402,713.4624920189854,0.000300014149832987,662.8403666338577,0.5357456923971327,713.8763774280815,0.0002968789506914949,835.8558070866136,0.4131883212244474,712.2010666443348,0.00027816448465682554,1020.4844069688143,0.2848366814063402,713.4624920189854,0.000300014149832987,662.8403666338577,0.5357456923971327,713.8763774280815,0.0002968789506914949,835.8558070866136,0.4131883212244474,712.2010666443348,0.00027816448465682554,1020.4844069688143,0.2848366814063402,713.4624920189854,0.000300014149832987,662.8403666338577,0.5357456923971327,713.8763774280815,0.0002968789506914949,835.8558070866136,0.4131883212244474,712.2010666443348,0.00027816448465682554,1020.4844069688143,0.2848366814063402,713.4624920189854,0.000300014149832987,662.8403666338577,0.5357456923971327,713.8763774280815,0.0002968789506914949,835.8558070866136,0.4131883212244474,712.2010666443348,0.00027816448465682554,1020.4844069688143,0.2848366814063402,713.4624920189854,0.000300014149832987,662.8403666338577,0.5357456923971327,713.8763774280815
beton.jpg_0_256.jpg,beton,0.00025455660042179444,1266.0114419291328,0.3274789166388925,941.2429388844612,0.00024054310617146216,1248.6164052328108,0.3386189880411669,943.946365752734,0.0002622971554536859,828.8753690944874,0.5612754134945743,944.6420312304836,0.00025455660042179444,1266.0114419291328,0.3274789166388925,941.2429388844612,0.00024054310617146216,1248.6164052328108,0.3386189880411669,943.946365752734,0.0002622971554536859,828.8753690944874,0.5612754134945743,944.6420312304836,0.00025455660042179444,1266.0114419291328,0.3274789166388925,941.2429388844612,0.00024054310617146216,1248.6164052328108,0.3386189880411669,943.946365752734,0.0002622971554536859,828.8753690944874,0.5612754134945743,944.6420312304836,0.00025455660042179444,1266.0114419291328,0.3274789166388925,941.2429388844612,0.00024054310617146216,1248.6164052328108,0.3386189880411669,943.946365752734,0.0002622971554536859,828.8753690944874,0.5612754134945743,944.6420312304836,0.00025455660042179444,1266.0114419291328,0.3274789166388925,941.2429388844612,0.00024054310617146216,1248.6164052328108,0.3386189880411669,943.946365752734,0.0002622971554536859,828.8753690944874,0.5612754134945743,944.6420312304836,0.00025455660042179444,1266.0114419291328,0.3274789166388925,941.2429388844612,0.00024054310617146216,1248.6164052328108,0.3386189880411669,943.946365752734,0.0002622971554536859,828.8753690944874,0.5612754134945743,944.6420312304836
beton.jpg_0_384.jpg,beton,0.0002938080827333527,805.0040600393695,0.34403252929202505,613.6005945314209,0.0002821641826556017,813.3157666315336,0.33803503515008265,614.3193445410907,0.00031611019032584935,501.4772391732279,0.5939342018192849,617.4827348424405,0.0002938080827333527,805.0040600393695,0.34403252929202505,613.6005945314209,0.0002821641826556017,813.3157666315336,0.33803503515008265,614.3193445410907,0.00031611019032584935,501.4772391732279,0.5939342018192849,617.4827348424405,0.0002938080827333527,805.0040600393695,0.34403252929202505,613.6005945314209,0.0002821641826556017,813.3157666315336,0.33803503515008265,614.3193445410907,0.00031611019032584935,501.4772391732279,0.5939342018192849,617.4827348424405,0.0002938080827333527,805.0040600393695,0.34403252929202505,613.6005945314209,0.0002821641826556017,813.3157666315336,0.33803503515008265,614.3193445410907,0.00031611019032584935,501.4772391732279,0.5939342018192849,617.4827348424405,0.0002938080827333527,805.0040600393695,0.34403252929202505,613.6005945314209,0.0002821641826556017,813.3157666315336,0.33803503515008265,614.3193445410907,0.00031611019032584935,501.4772391732279,0.5939342018192849,617.4827348424405,0.0002938080827333527,805.0040600393695,0.34403252929202505,613.6005945314209,0.0002821641826556017,813.3157666315336,0.33803503515008265,614.3193445410907,0.00031611019032584935,501.4772391732279,0.5939342018192849,617.4827348424405
beton.jpg_0_512.jpg,beton,0.00030206896351292733,436.59374999999955,0.486481755952971,425.10052472450116,0.00028193930775610336,509.0275900551805,0.4019826430664993,425.5959999767838,0.0003393753735749662,282.03081938976345,0.6694785204456136,426.64522101559123,0.00030206896351292733,436.59374999999955,0.486481755952971,425.10052472450116,0.00028193930775610336,509.0275900551805,0.4019826430664993,425.5959999767838,0.0003393753735749662,282.03081938976345,0.6694785204456136,426.64522101559123,0.00030206896351292733,436.59374999999955,0.486481755952971,425.10052472450116,0.00028193930775610336,509.0275900551805,0.4019826430664993,425.5959999767838,0.0003393753735749662,282.03081938976345,0.6694785204456136,426.64522101559123,0.00030206896351292733,436.59374999999955,0.486481755952971,425.10052472450116,0.00028193930775610336,509.0275900551805,0.4019826430664993,425.5959999767838,0.0003393753735749662,282.03081938976345,0.6694785204456136,426.64522101559123,0.00030206896351292733,436.59374999999955,0.486481755952971,425.10052472450116,0.00028193930775610336,509.0275900551805,0.4019826430664993,425.5959999767838,0.0003393753735749662,282.03081938976345,0.6694785204456136,426.64522101559123,0.00030206896351292733,436.59374999999955,0.486481755952971,425.10052472450116,0.00028193930775610336,509.0275900551805,0.4019826430664993,425.5959999767838,0.0003393753735749662,282.03081938976345,0.6694785204456136,426.64522101559123
beton.jpg_0_640.jpg,beton,0.0005422588970177942,108.53734005905501,0.8275662160033787,314.7217950664308,0.0004704402117589654,147.69613739227486,0.7651576199493337,314.4580151172486,0.0006097725818498515,78.80204232283457,0.8745439657303974,314.0623836135528,0.0005422588970177942,108.53734005905501,0.8275662160033787,314.7217950664308,0.0004704402117589654,147.69613739227486,0.7651576199493337,314.4580151172486,0.0006097725818498515,78.80204232283457,0.8745439657303974,314.0623836135528,0.0005422588970177942,108.53734005905501,0.8275662160033787,314.7217950664308,0.0004704402117589654,147.69613739227486,0.7651576199493337,314.4580151172486,0.0006097725818498515,78.80204232283457,0.8745439657303974,314.0623836135528,0.0005422588970177942,108.53734005905501,0.8275662160033787,314.7217950664308,0.0004704402117589654,147.69613739227486,0.7651576199493337,314.4580151172486,0.0006097725818498515,78.80204232283457,0.8745439657303974,314.0623836135528,0.0005422588970177942,108.53734005905501,0.8275662160033787,314.7217950664308,0.0004704402117589654,147.69613739227486,0.7651576199493337,314.4580151172486,0.0006097725818498515,78.80204232283457,0.8745439657303974,314.0623836135528,0.0005422588970177942,108.53734005905501,0.8275662160033787,314.7217950664308,0.0004704402117589654,147.69613739227486,0.7651576199493337,314.4580151172486,0.0006097725818498515,78.80204232283457,0.8745439657303974,314.0623836135528
beton.jpg_128_0.jpg,beton,0.00036176640956797553,481.0725270669287,0.5680695762623003,556.8865963457283,0.00032056589626230236,673.3837187674378,0.393741851165088,555.3605506676649,0.00035555466618745747,417.50036909448784,0.6251222001170647,556.84861736924,0.00036176640956797553,481.0725270669287,0.5680695762623003,556.8865963457283,0.00032056589626230236,673.3837187674378,0.393741851165088,555.3605506676649,0.00035555466618745747,417.50036909448784,0.6251222001170647,556.84861736924,0.00036176640956797553,481.0725270669287,0.5680695762623003,556.8865963457283,0.00032056589626230236,673.3837187674378,0.393741851165088,555.3605506676649,0.00035555466618745747,417.50036909448784,0.6251222001170647,556.84861736924,0.00036176640956797553,481.0725270669287,0.5680695762623003,556.8865963457283,0.00032056589626230236,673.3837187674378,0.393741851165088,555.3605506676649,0.00035555466618745747,417.50036909448784,0.6251222001170647,556.84861736924,0.00036176640956797553,481.0725270669287,0.5680695762623003,556.8865963457283,0.00032056589626230236,673.3837187674378,0.393741851165088,555.3605506676649,0.00035555466618745747,417.50036909448784,0.6251222001170647,556.84861736924,0.00036176640956797553,481.0725270669287,0.5680695762623003,556.8865963457283,0.00032056589626230236,673.3837187674378,0.393741851165088,555.3605506676649,0.00035555466618745747,417.50036909448784,0.6251222001170647,556.84861736924
beton.jpg_128_128.jpg,beton,0.0002590408623200057,907.6385949803142,0.42133438657769207,784.2513654927607,0.0002423286513136356,1087.6711513423031,0.30570003399886686,783.2861908425693,0.000263646218210405,730.8588828740151,0.5353062767733371,786.3877284582013,0.0002590408623200057,907.6385949803142,0.42133438657769207,784.2513654927607,0.0002423286513136356,1087.6711513423031,0.30570003399886686,783.2861908425693,0.000263646218210405,730.8588828740151,0.5353062767733371,786.3877284582013,0.0002590408623200057,907.6385949803142,0.42133438657769207,784.2513654927607,0.0002423286513136356,1087.6711513423031,0.30570003399886686,783.2861908425693,0.000263646218210405,730.8588828740151,0.5353062767733371,786.3877284582013,0.0002590408623200057,907.6385949803142,0.42133438657769207,784.2513654927607,0.0002423286513136356,1087.6711513423031,0.30570003399886686,783.2861908425693,0.000263646218210405,730.8588828740151,0.5353062767733371,786.3877284582013,0.0002590408623200057,907.6385949803142,0.42133438657769207,784.2513654927607,0.0002423286513136356,1087.6711513423031,0.30570003399886686,783.2861908425693,0.000263646218210405,730.8588828740151,0.5353062767733371,786.3877284582013,0.0002590408623200057,907.6385949803142,0.42133438657769207,784.2513654927607,0.0002423286513136356,1087.6711513423031,0.30570003399886686,783.2861908425693,0.000263646218210405,730.8588828740151,0.5353062767733371,786.3877284582013
beton.jpg_128_256.jpg,beton,0.00022769833137322544,1283.218688484251,0.30135610628559856,918.3639190359972,0.00022060419841591096,1396.0098580197168,0.2371451019897874,914.9904271841187,0.00023957311098215967,846.0871062992119,0.5390347253642004,917.7341036889156,0.00022769833137322544,1283.218688484251,0.30135610628559856,918.3639190359972,0.00022060419841591096,1396.0098580197168,0.2371451019897874,914.9904271841187,0.00023957311098215967,846.0871062992119,0.5390347253642004,917.7341036889156,0.00022769833137322544,1283.218688484251,0.30135610628559856,918.3639190359972,0.00022060419841591096,1396.0098580197168,0.2371451019897874,914.9904271841187,0.00023957311098215967,846.0871062992119,0.5390347253642004,917.7341036889156,0.00022769833137322544,1283.218688484251,0.30135610628559856,918.3639190359972,0.00022060419841591096,1396.0098580197168,0.2371451019897874,914.9904271841187,0.00023957311098215967,846.0871062992119,0.5390347253642004,917.7341036889156,0.00022769833137322544,1283.218688484251,0.30135610628559856,918.3639190359972,0.00022060419841591096,1396.0098580197168,0.2371451019897874,914.9904271841187,0.00023957311098215967,846.0871062992119,0.5390347253642004,917.7341036889156,0.00022769833137322544,1283.218688484251,0.30135610628559856,918.3639190359972,0.00022060419841591096,1396.0098580197168,0.2371451019897874,914.9904271841187,0.00023957311098215967,846.0871062992119,0.5390347253642004,917.7341036889156
beton.jpg_128_384.jpg,beton,0.00022235127478067456,1279.2822342519676,0.32411267728215476,946.3724139015831,0.00021237031748042037,1407.9476718953442,0.25831302359259034,949.1522142637405,0.00023147684234821586,823.7584276574795,0.5668267480414251,950.8417520390285,0.00022235127478067456,1279.2822342519676,0.32411267728215476,946.3724139015831,0.00021237031748042037,1407.9476718953442,0.25831302359259034,949.1522142637405,0.00023147684234821586,823.7584276574795,0.5668267480414251,950.8417520390285,0.00022235127478067456,1279.2822342519676,0.32411267728215476,946.3724139015831,0.00021237031748042037,1407.9476718953442,0.25831302359259034,949.1522142637405,0.00023147684234821586,823.7584276574795,0.5668267480414251,950.8417520390285,0.00022235127478067456,1279.2822342519676,0.32411267728215476,946.3724139015831,0.00021237031748042037,1407.9476718953442,0.25831302359259034,949.1522142637405,0.00023147684234821586,823.7584276574795,0.5668267480414251,950.8417520390285,0.00022235127478067456,1279.2822342519676,0.32411267728215476,946.3724139015831,0.00021237031748042037,1407.9476718953442,0.25831302359259034,949.1522142637405,0.00023147684234821586,823.7584276574795,0.5668267480414251,950.8417520390285,0.00022235127478067456,1279.2822342519676,0.32411267728215476,946.3724139015831,0.00021237031748042037,1407.9476718953442,0.25831302359259034,949.1522142637405,0.00023147684234821586,823.7584276574795,0.5668267480414251,950.8417520390285
